GCIS_KEY,PERIOD_ID,TARGET_F,MBNCZZ_CUST_INIT_TRAN_COUNT,MBNCZZ_CUR_OTH_DEP_AMT,CINCZZ_EXPLICIT_INCOME,MBNCZZ_CUR_SAL_CREDIT_AMT,MBNCZZ_ABS_SPOT_AMT,CPNCZZ_MFI_TRAN_COUNT,CUNCZZ_AGE_YEARS,CPNCZZ_REL_AGE_IN_MTH,MBNCZZ_DEP_SPOT_BAL_AMT,CFNCZZ_ACC_TO_FUNDS,CPBCZZ_ACCT_CLOSE_IND,MBNHMI_AVG_OTH_DEP_AMT,MBBHMI_EVERYDAY_BANKER_IND,TRNHDL_AVG_DEPOSIT_AMT,MBOHDL_QUALITY_DEP_IND,CONHDL_SECURITY_AMT,CFNHDL_CURRENT_LVR,MBNHIC_AVG_CUST_INIT_TRAN_C,CMNHDL_FULL_FI_AMT,TRNHSL_TOT_WITHDRAWAL_CNT
40554726,201805,0,41,380,3855.06,9272.93,14156.2,41,68,321,14156.2,14147.2,0,197.83,1,-154.18,0,0,0,40.83,-2.68,-2.91
91914018,201806,0,45,492.15,3174.62,11111.17,1935.03,45,58,343,1935.03,1935.03,0,818.96,1,-413.56,0,0,0,38.84,7.23,1.91
52451704,201807,0,106,0,0,1442.01,21127.1,106,40,143,54.95,30054.95,0,192.7,1,-124.93,0,0,0,40.53,289.63,13.49
52296646,201807,0,121,2129.78,2107.72,11676.53,1748.23,118,47,149,1748.23,1748.23,0,1203.33,1,-212.11,0,0,0,72.17,10.2,9.17
55713846,201806,1,19,156,346.78,2901.22,151.83,19,42,14,151.83,151.83,0,20,1,-787.75,0,0,0,30.99,2.66,-9.34
92347893,201806,0,20,0,2722.8,6353.2,1859.72,20,62,343,1859.72,1859.72,0,0,1,149.3,0,0,0,27.4,2.1,-1.06
53631807,201804,0,16,1159.24,1121.6,0,48.66,16,35,92,48.66,48.66,0,957,1,-555.19,0,0,0,6.46,5.05,0
50561187,201803,1,57,0,869,5433.69,0,57,18,128,0,0,0,0,1,232.41,0,0,0,69.36,13.48,9.26
50445260,201805,1,9,508.4,508.4,0,32.47,9,24,219,32.47,32.47,0,742.13,1,-60.37,0,0,0,24.92,6.12,1.91
92308615,201807,1,91,85529.01,7954.85,24268.25,174328.32,91,64,362,171622.02,181622.02,0,81.2,1,25662.09,0,0,0,69.3,13.17,-6.74
54798801,201804,0,30,0,3780.96,11515.22,648.48,30,53,45,648.48,648.48,0,4.17,1,343.89,0,0,0,41.94,-1.7,-0.09
51318341,201805,0,18,1300,0,0,1520.06,18,62,184,1520.06,1520.06,0,233.33,0,60,0,0,0,4.84,1.33,0.37
54345206,201806,0,114,91.05,6812,24203.41,744.34,114,52,13,744.34,744.34,0,43.33,1,-216.54,0,0,0,144.04,5.01,0.26
50400026,201805,0,37,0,4923.34,11504.22,8731.87,37,59,221,1328.99,8828.99,0,0,1,-454.66,0,0,0,35.06,25.3,1.8
5446626,201807,0,28,43080.15,17608.9,0,92257.11,28,69,397,91707.27,94707.27,0,6897.17,1,5327.61,0,0,0,31.55,-0.12,-0.4
51912054,201804,1,53,37655.11,0,0,5473.57,53,0,161,5473.57,5473.57,0,11296.02,0,574.16,0,0,0,45.87,29.52,0.37
92919054,201805,1,7,36.55,2722.8,6323.97,10377.99,7,81,308,10377.99,10377.99,0,0,0,-204.56,0,0,0,4.84,0,-0.17
78454728,201805,1,144,2106.42,9684.57,30797.04,1324.72,144,34,106,775.57,10775.57,0,1098.38,1,0,0,0,0,162.4,2.87,0
55765846,201806,0,10,596.4,596.4,0,7.05,10,19,12,7.05,7.05,0,558.07,1,44,0,0,0,20.12,-2.69,-1.8
40244693,201807,0,51,3526,310.5,310.5,192763.36,51,57,457,6113.56,531113.56,0,2656.96,1,95.27,0,0,-0.02,55.84,-2.08,-2.2
52223134,201807,0,6,8164.9,0,0,1058001.97,6,0,123,0,1530000,0,7723.56,1,-111293.62,0,0,0.28,7.62,-2.25,-0.43
93706140,201804,0,89,37.05,8665.55,27805.07,29776.61,89,47,226,5430.27,29930.27,0,95.02,1,-5768.39,0,0,0,83.11,-360.78,-8
52553744,201804,1,113,1062,4785.12,0,1544.49,113,26,135,1544.49,1544.49,0,1018.03,1,14.43,0,0,0,89.05,2.7,1.34
52877322,201805,1,45,780,0,0,80.64,45,21,60,80.64,80.64,0,370,0,61.25,0,0,0,33.81,-0.07,2.86
31488441,201803,1,26,37.05,1797.6,6387.74,4846.75,26,60,265,4846.75,4846.75,0,12.35,1,783.94,0,0,0,26,-29.75,0.2
56011110,201806,0,9,0,1566.41,2657.28,314063.52,9,27,3,28.7,315028.7,0,0,0,501.07,-1,410000,0.77,6.55,-47.81,1.1
76770455,201804,0,85,5986.67,5744.86,17234.58,6251.58,84,58,322,280.2,11780.2,0,4995.45,1,0,0,0,0,90.22,-6.14,0
50523911,201806,1,168,306,3799.22,10326.93,4069.67,169,23,217,4069.67,4069.67,0,571.87,1,180.61,0,0,0,171.61,3.78,21.94
52454415,201805,1,51,400,0,11700,2578.97,51,22,140,2578.97,2578.97,0,600,1,30,0,0,0,76.27,3.86,-2.4
55139579,201805,1,36,2345,0,0,106.32,36,42,33,0,0,0,1118.44,1,251.47,0,0,0,66.75,1.36,6.29
33764744,201805,0,96,325.89,5175.68,15823.88,5799.06,97,46,242,5658.16,5658.16,0,208.83,1,-141.59,0,0,0,80.17,33.2,9.23
52356779,201803,0,141,1080,4436.3,15579.73,2396.2,141,30,142,2396.2,2396.2,0,127.58,1,-914.76,0,0,0,129.42,-4.46,2.89
52944967,201807,0,68,1564.4,1563.74,2878.66,49.84,68,29,123,49.84,49.84,0,1629.39,1,116.95,0,0,0,70.46,2.19,-3.94
25695179,201803,1,136,34999.25,5959.8,0,60514.84,138,44,281,16572.42,97537.42,0,37.64,0,4024.75,1,0,0,164.32,5.75,-7.03
8510515,201807,0,15,101762.5,0,0,996.42,15,56,420,996.42,996.42,0,0,0,20852.5,1,0,0,10.32,140,1.49
54850549,201807,0,13,417.43,287.43,0,96.05,13,20,46,96.05,96.05,0,248.59,0,-27.78,0,0,0,12.35,-6.26,0.29
27616753,201805,0,147,33166.89,5722.19,13217.07,22145.58,147,51,300,20540.31,25540.31,0,1459.37,1,1171.46,0,0,0,165.76,36.81,3.54
19274909,201806,1,96,1636.46,99.41,0,634446.08,96,55,388,623551.25,643525.31,0,2729.75,1,-2399.72,0,0,0,91.67,-206.48,14.63
55358875,201805,0,40,0,5849.32,18752.88,514767.57,40,37,26,3258.47,553258.47,0,0,1,-97.33,0,0,-0.01,45.22,-0.29,2.86
51340031,201803,1,133,1097.5,2277.41,2277.41,633692.15,134,38,182,5307.79,660307.79,0,132.53,0,-423.28,0,0,-0.01,154.71,-1.35,-5.43
31723851,201805,1,23,209.5,1844.08,5721.45,367.34,23,70,23,367.34,367.34,0,0,1,1727.15,0,0,0,18.92,5.65,-0.63
52413898,201805,1,14,8137.18,0,0,9163,14,0,142,4053.09,14053.09,0,1518,0,-267.7,0,0,0,22.79,3.65,-0.23
54859630,201803,1,38,772,0,0,1651.65,38,0,42,1651.65,1651.65,0,710.61,1,-106.36,0,0,0,21.33,-0.9,3.63
56037759,201807,0,7,10000,0,0,1540014.13,7,51,3,20014.13,1540014.13,0,0,0,3909.96,-1,2030000,0.75,6.75,-304,0.9
40393855,201804,0,111,1676.3,2416.52,7998.82,3734.24,112,37,394,1942.55,21942.55,0,1687.1,1,-24.04,0,0,0,116.62,-14.62,-2.69
5328865,201806,1,6,10000,106.33,1056.72,522421.62,6,80,485,522421.62,522421.62,0,4666.67,0,-22767.75,0,0,0,5.08,0,0.71
50068620,201807,1,63,4495.93,0,0,34.19,63,26,239,0.04,0.04,0,4256.85,1,373.75,0,0,0,56.54,-2.34,0.63
55780549,201806,1,12,11371.58,0,0,154.8,12,17,11,154.8,154.8,0,400,0,-551.92,0,0,0,10.75,-0.68,-4.69
27246422,201805,0,35,54327.97,254.2,6762.53,17088.3,35,63,304,17088.3,19088.3,0,3194.32,1,1643.53,0,-600000,-0.46,28.36,-13.46,0.86
93634892,201806,0,12,1000,0,0,500521,12,57,244,0,520000,0,2151.09,1,256.68,0,0,0,42.45,0.13,-2.14
33345953,201804,1,19,2500,0,0,7685.62,19,63,246,4074.35,14074.35,0,0,0,475.5,1,0,0,19.32,1.19,0.54
54026086,201805,1,7,844.06,814.06,0,0.21,7,36,75,0.21,0.21,0,554.43,0,-257.45,0,0,0,5.95,-15,0.51
55786238,201805,0,28,12972,0,0,4111.48,28,0,10,4111.48,4111.48,0,5796.8,1,-172.25,0,0,0,18.6,0,0.86
54534532,201807,1,23,1109.2,1109.2,0,749.37,23,22,58,749.37,749.37,0,0.11,0,272.47,1,0,0,24.63,2.09,4.09
54655982,201807,0,119,9989.57,6601.93,14927.96,463614.47,119,26,54,64880.7,484480.7,0,4286.57,1,-128.16,0,0,-0.01,132.62,-24.15,4.03
54840275,201806,1,9,320,0,0,2800.96,9,18,46,2800.96,2800.96,0,361.67,0,10.42,1,0,0,9.51,-6.23,0.09
50564226,201807,0,45,0,143.28,143.28,128491.6,45,0,215,5289.07,375289.07,0,556.67,1,-8937.04,0,0,-0.05,40.65,9.29,0.6
53880768,201806,1,14,7816.47,0,0,21425.12,14,0,82,21425.12,21425.12,0,0,0,-9150,0,0,0,2.78,0.75,1.8
55096950,201803,1,24,1000,0,0,16932.33,24,30,33,0.09,20000.09,0,906.33,1,-261.43,0,0,0,29.57,-0.04,-1
23023395,201807,0,13,2098.77,0,0,309965.12,13,45,185,24001.12,343998.62,0,1057.07,1,-353.04,0,0,0,14.74,-0.16,-0.14
41539881,201807,0,115,706.52,0,7107.76,3353.53,115,25,65,3353.53,3353.53,0,0,1,-44.56,0,0,0,94.8,14.33,7.91
55962809,201804,1,51,88638.3,0,0,77977.88,51,0,2,77977.88,77977.88,0,11568.7,1,2769.95,-1,0,0,33.23,0.75,9.5
54272269,201805,0,72,840,0,21861.75,474435.37,72,58,66,6388.55,555388.55,0,640.75,1,-1128.7,0,0,0,57.95,-18.02,-2.57
55627077,201807,0,8,0,0,0,31.29,8,22,18,31.29,31.29,0,0,1,-1422.89,0,0,0,58.95,-18.72,-20.23
91211151,201805,0,81,37,5000.96,14998.88,38.83,81,52,267,38.83,38.83,0,0,1,-370.27,0,0,0,94.02,4.98,-6.03
91580936,201804,0,42,2787.06,1395.4,4104.68,10707.06,42,72,416,10707.06,14707.06,0,2880.31,1,93.79,0,0,0,56.16,0.22,-2.89
40171596,201805,0,76,1420,15139.35,33322.11,10222.98,76,32,390,10222.98,10222.98,0,1699.83,1,569.99,0,0,0,68.63,-11.75,0.77
95268818,201806,0,33,100,1812.02,6821.1,9982.53,33,64,242,4.19,10004.19,0,38.33,1,59.44,0,0,0,36.42,-0.32,0.26
30203925,201804,0,18,5330,0,0,14771.47,18,54,280,1046.32,21046.32,0,1293.33,1,279.67,0,0,0,12.84,0.59,0.8
92323486,201806,0,35,764,0,0,16816.89,35,67,229,11476.7,29976.7,0,366.67,1,346.74,0,0,0,55.87,21.16,-3.26
55202408,201806,1,95,2505,0,0,1341.26,95,27,32,1341.26,1341.26,0,1633,1,-77.91,0,0,0,68,-2.41,7.83
52730948,201806,0,39,0,3552.58,9942.43,500.36,39,42,131,500.36,500.36,0,8.51,1,1017.5,0,0,0,40.35,-38.34,0.2
53678972,201805,1,27,7996,0,0,703.82,27,49,62,703.82,703.82,0,300,0,80.65,0,0,0,11.91,5.34,-4.66
55881361,201803,1,22,5500,0,0,5130.76,23,25,52,5130.76,40088.76,0,750,0,1299.59,-1,0,0,9.6,16.51,1.6
52100966,201807,1,126,1687.6,9011.67,25642.47,5710.25,122,52,156,3683.58,13683.58,0,12.9,1,-570.58,0,-490000,-0.38,126.65,4.48,8
27891296,201806,0,114,54,11570.67,39630.76,1037942.77,114,49,299,28640.32,1454640.32,0,228.98,1,1262.28,0,0,-0.01,126.08,20.08,15.6
54486496,201806,0,14,0,0,448.23,4753.26,14,15,59,4753.26,4753.26,0,0,1,6.94,0,0,0,16.71,0.08,-0.4
54150567,201807,0,101,96.05,915.8,16581.92,7086.61,101,36,73,7086.61,7086.61,0,476.82,1,188.31,0,0,0,130.48,-10.26,0.51
41042014,201805,0,146,5077.9,5929.7,21516.61,536267.18,150,60,357,3079.05,798080.14,0,1361.75,1,-231.1,0,0,-0.02,121.37,3.34,5.94
31756935,201807,0,42,2513,6169.39,17436.86,282408.19,42,49,266,5900.27,305900.27,0,1445.93,1,23.89,0,0,-0.01,37.7,1.46,0.57
52442349,201805,1,44,0,967.99,3877.99,9.65,44,25,141,9.65,9.65,0,66.38,0,242,0,0,0,48.75,-6.41,7.97
52951401,201806,1,26,2475,0,0,447.79,26,21,122,447.79,447.79,0,2688.58,1,-96.12,0,0,0,27.94,0.75,-0.26
54998930,201803,0,22,892.78,1781.01,42534.19,50019.73,22,53,36,49849.38,69849.38,0,59.57,1,-339.1,0,0,0,24.27,-6.48,0.66
41839727,201805,1,25,1155,0,0,4925.08,25,61,264,4925.08,4925.08,0,476.87,1,56.45,0,0,0,23.48,0,0.29
56040160,201807,1,16,28967.19,0,0,5.35,16,0,3,5.35,5.35,0,0,0,3263.02,-1,0,0,28.68,9.78,4.5
54006836,201805,1,71,835,0,0,119.96,71,18,76,119.96,119.96,0,316.67,0,21.39,1,0,0,34.88,-3.41,5.26
51905162,201806,0,106,117294.1,0,0,47210.27,106,0,164,47210.27,47210.27,0,71779.08,1,3.5,0,0,0,95.25,23,-0.31
55802731,201807,1,255,2316.76,0,0,324.71,256,40,11,324.71,324.71,0,126.67,0,-15.1,1,0,0,233.65,22.42,14.97
20767911,201803,0,9,0,2015.61,6969.39,131809.76,9,28,232,131809.76,131809.76,0,0,1,-12416.57,0,0,0,9.49,0,-0.11
41234922,201805,0,10,1000,1815.2,5421.09,38512.86,10,73,346,38512.86,38512.86,0,1000,1,8.8,0,0,0,9.51,1.8,-0.86
52805119,201804,0,7,0,9829.13,29487.39,37416.68,7,54,126,37416.68,37416.68,0,0,1,-477631.15,0,0,0,3.22,-350,-2.4
55031560,201804,1,7,1775.85,0,0,43.6,7,22,36,0,0,0,3416.54,1,-1229.14,0,0,0,45.13,16.49,-6.43
53054963,201804,0,154,326.65,3612.51,10392,142497.39,154,44,116,1729.76,169729.76,0,149,1,-4.21,0,0,-0.01,160.11,-11.41,-4
56002432,201806,0,113,1045,10506.64,17005.26,554627.57,114,32,3,2062.55,573062.55,0,0,0,1446.97,-1,710000,0.77,66.47,-84.25,38.2
53170297,201806,1,28,2300,0,0,63112.36,28,26,113,0,68916,0,241.67,0,701.67,1,0,0,23.35,0.85,2.09
52851718,201805,1,57,17000,0,0,6.94,57,25,125,6.94,6.94,0,1833.33,1,635.52,0,0,0,75.87,-13.46,-5.51
93547288,201805,1,6,268.2,802.52,1578.44,7.66,6,54,121,7.66,7.66,0,273.99,1,48.66,0,0,0,8.51,0,-0.2
51351421,201803,0,23,261.34,7779.45,23667.61,226244.59,23,46,181,0,325000,0,45.4,1,-88.38,0,0,-0.01,20.58,7.14,0.31
54355519,201803,0,44,22825.1,0,0,152966.97,44,0,61,152966.97,152966.97,0,23796.06,1,-123,0,0,0,52.41,-2.25,-0.46
52610064,201807,0,2,0,0,0,3165.14,2,0,136,3165.14,3165.14,0,1113.82,0,-5085.37,0,0,0,5.81,0.75,0.74
53860731,201807,1,10,1530,0,0,3059.66,10,14,2,3059.66,3059.66,0,776,1,606,-1,0,0,10.77,0.12,1
50631308,201806,1,9,2860,0,0,25.24,9,52,194,25.24,15025.24,0,1367.12,0,357.19,0,0,0,20.3,4.14,1.86
92808021,201807,0,58,8960.5,0,6657.85,866249.4,58,43,342,866249.4,866249.4,0,5261.83,1,70.04,0,0,0,71.62,2.6,-0.63
76727232,201805,1,31,1750,0,0,295897.1,31,38,311,1024,559024,0,816.67,1,0,0,0,-0.02,43.66,5.97,0
55814176,201805,0,15,395558.74,0,0,20793.7,15,0,9,20793.7,20793.7,0,3333.33,0,38128.14,0,0,0,4.37,0,0.57
53479851,201805,1,197,5921,918.96,0,2205.18,197,36,99,1311.3,6111.3,0,4687.33,1,-9.68,0,0,0,217,1.54,12.71
55144044,201803,0,42,2000,0,0,2988.9,42,25,31,2988.9,2988.9,0,1666.67,1,241.67,0,0,0,49.95,-3.65,2.11
50795167,201807,1,10,0,0,7082.6,117.35,10,30,207,117.35,117.35,0,6.67,1,-2335.96,0,0,0,14.29,5.29,-2.46
91950579,201805,0,154,4826.49,4556.67,10777.02,13889.82,154,66,353,4171.91,20275.91,0,2809.86,1,-968.25,0,0,0,122.17,-14.15,1.6
95220005,201804,0,76,2182.45,0,11166,54259.53,78,35,244,54259.53,54259.53,0,1922.91,1,-19.52,0,0,0,52.49,8.65,-1.06
50193323,201806,0,126,2986.75,3218.01,7249.93,1921.05,126,43,231,1921.05,1921.05,0,3909.28,1,-201.11,0,0,0,131.43,12.54,-0.91
29512149,201807,1,7,15,789.33,16648.83,1316.67,7,42,235,1316.67,1316.67,0,0,1,-2711.16,0,0,0,7.65,-27.17,-0.43
52676811,201806,0,67,62.94,5495.11,15072.87,98985.26,67,63,131,37317.9,312317.9,0,154.48,1,-243.89,0,0,0,71.64,5.53,2.23
55501949,201807,1,28,1500,0,3266.81,1543.5,28,28,23,0,6000,0,1203.07,1,286.82,0,0,0,36.67,5.16,-3.71
78002617,201803,1,63,0,3586.92,26040.35,42292.96,63,67,372,6915.04,58676.04,0,156.65,1,0,0,0,0,96.22,8.72,0
53415798,201807,1,41,238068.86,0,0,223537.42,41,48,42,223537.42,223537.42,1,0,0,116022.95,1,0,0,9.94,9.08,5.34
40497163,201805,1,119,27.94,7089.4,17401.6,172780.47,120,36,374,1705.29,242005.29,1,257.82,1,-94.27,0,0,-0.01,97.72,-12.63,-4.51
53367590,201807,1,9,2600,0,0,319651.01,9,53,106,0,374000,0,1916.67,1,-83.33,0,0,-0.01,6.81,1.24,-0.03
40665833,201805,1,9,8370,8370,0,334559.32,9,48,340,334559.32,334559.32,0,0,0,8370,1,0,0,6.43,-1.28,0.6
53866109,201806,1,9,1500,0,0,2899.37,9,22,82,2899.37,2899.37,0,233.33,0,-2841.67,0,0,0,4.98,-32,-0.17
51421548,201806,0,47,0,623.8,2201.82,1917.1,47,16,182,1917.1,1917.1,0,0,0,103.97,1,0,0,25.67,2.46,8.34
75680221,201806,0,22,1000,851.76,2555.28,1124.9,22,48,251,1124.9,1124.9,0,34.98,1,0,0,0,0,23.94,1.67,0
51988524,201803,1,18,8000,0,0,171582.87,18,65,157,73602.56,581102.56,0,0,0,871.16,0,0,0.01,21.56,-2.48,-0.06
54548005,201806,0,224,2117.25,2167.16,7561.45,1483.13,224,25,56,331.87,331.87,0,1781.8,1,-19.3,0,0,0,235.93,1.79,-2.57
55966931,201803,0,47,4067.03,0,0,454.34,47,32,1,454.34,454.34,0,1232.71,0,631,-1,0,0,25,11.36,40
55356111,201807,0,50,0,1006.76,3578.41,4237.59,50,18,28,4237.59,4237.59,0,0,1,75.67,0,0,0,30.67,-0.33,5.09
50168220,201806,0,30,0,2552.47,10453.33,89813.91,30,59,232,462.18,106462.18,0,42.33,1,60.23,0,0,-0.04,53.94,8.56,0.63
55693286,201806,1,27,299500,0,0,3581140.39,29,47,15,3581140.39,3581140.39,1,0,0,48009.68,0,0,0,6.53,-2,1.43
54067487,201807,0,207,10733.2,1211.87,3139.21,8306.27,207,34,76,235.54,15235.54,0,5645.35,1,327.47,0,0,0,210.24,28.29,5.51
55262351,201803,1,7,2230,0,0,462982.57,7,40,24,5.96,480005.96,0,2233.33,0,-620.4,0,0,0,5.16,0.92,0.17
52241231,201807,1,91,620.99,0,11485.68,3044.15,91,26,151,3030.16,4030.16,0,302.26,1,577.6,0,0,0,76.64,5.47,5.49
51879908,201803,1,11,6000,0,0,5648.97,11,36,162,541.51,541.51,0,0,0,1893.5,1,0,0,8.46,24.32,-0.46
40813624,201805,0,91,968.13,4891.2,12609.08,1395.71,91,81,306,1395.71,1395.71,0,568.94,1,-1.81,0,0,0,62.11,6.15,4.46
55467493,201805,0,68,3760,0,0,701662.3,68,40,22,276.52,727676.52,0,2671,1,69.19,0,20000,-0.01,68.75,-0.41,2
92748984,201805,1,9,1210,0,0,13690.31,9,84,296,6721.19,37721.19,0,166.67,0,223.56,1,0,-0.01,4.29,-0.63,0
54518420,201804,0,141,0,4806.95,14992.03,10978.13,141,34,56,452.85,15452.85,0,79.02,1,111.91,0,0,0,117.51,-13.98,10.06
76616550,201805,0,151,1463.22,6029.99,13565.14,209674,150,48,265,14434.21,250434.21,0,1977.4,1,0,0,0,-0.01,132.14,6.69,0
53284657,201806,1,12,10006,0,0,45081.94,12,52,108,44677.01,45677.01,0,0,0,1745.01,1,0,0,11.76,2.37,0.6
95261802,201804,0,23,1398.2,1398.2,0,8.71,23,64,241,8.71,8.71,0,1420.12,1,405.23,0,0,0,18.48,10.44,-4.49
76692246,201803,1,11,197.6,1789.74,5367.34,138421.44,11,87,395,6350.3,47350.3,0,198.1,1,0,0,0,0.02,14.37,0,0
54268418,201804,1,18,210,0,637.5,4004.01,18,16,65,4004.01,4004.01,0,0,0,68.33,1,0,0,21.29,-1.89,1.29
78883932,201805,0,37,1293,3646.76,12071.68,814121.98,37,53,12,368.44,821168.44,0,135,1,0,-1,900000,0.89,88.46,2.47,0
50904469,201804,1,11,500,0,0,20016.11,11,49,26,27.65,20027.65,0,0,0,54.75,1,0,0,15.43,-2.07,0.74
52532132,201805,0,139,5224.45,0,0,10658.59,145,27,137,412.63,13412.63,0,150,0,211.24,1,0,0,107.66,-5.41,27.23
53589242,201804,1,43,1054,54,0,337.48,43,46,94,337.48,337.48,0,1097.23,1,-65.73,0,0,0,26.13,2.5,-3.09
92872327,201803,1,18,2100,0,0,15682.48,18,43,387,15682.48,15682.48,0,100,0,371.85,1,0,0,17.33,-1.16,0.6
54784075,201807,0,21,1532.48,0,0,6346.92,21,17,49,6346.92,6346.92,0,750.93,1,137.45,0,0,0,20.68,-1.26,0.83
54569086,201807,1,20,1720,0,0,1108.2,20,20,57,1108.2,1108.2,0,0,0,586.5,1,0,0,9.21,6.94,1.37
53770286,201807,1,259,1700,949.92,0,7987.89,258,22,88,7987.89,7987.89,0,0,0,114.38,1,0,0,234.21,2.76,9.69
54522060,201803,1,39,3619,0,0,4607.67,39,32,53,4607.67,4607.67,1,2982,1,13500.56,0,-500000,-0.87,26.93,447.23,0.66
51696443,201804,0,19,350,0,0,12099.48,19,30,170,12029.91,17029.91,0,2103.33,1,-344.97,0,0,0,24.89,1.31,-3.69
52691119,201806,1,10,3281.46,6448.25,6448.25,432783.62,10,53,131,1.04,515001.04,0,1222.71,1,2169.97,0,0,0,7.7,0,0.66
31309422,201803,0,7,2906.88,285.24,0,237541.31,7,83,267,237541.31,237541.31,0,3002.72,1,-335.08,0,0,0,5.92,1.5,0.03
41816686,201804,0,12,1500,0,0,1036.87,12,37,268,1036.87,1036.87,0,0,0,-1533,0,0,0,19.21,-29.74,0.86
51090481,201807,0,42,924.5,3255.97,13842.68,146078.08,43,64,195,652.77,194252.77,0,84.02,1,153.31,0,0,-0.01,33.9,8.89,-6.8
40293852,201807,0,9,179.25,4206.38,12536.62,10283.41,9,71,216,10283.41,60283.41,0,36.25,1,-5992.35,0,0,0.03,8.01,-1.48,-0.06
54679037,201805,1,94,247.5,3960.16,14559.32,5355.65,94,46,51,95.85,15095.85,0,2436.21,1,-222.98,0,-495000,-0.88,105.24,-3.24,-2.09
90668434,201804,0,3,0,200,600,286.38,3,62,351,286.38,286.38,0,0,1,0,0,0,0,15.24,0.2,-1.83
51055489,201804,0,20,1543.57,13273.91,39549.55,1010388.29,20,45,163,449113.07,1149112.92,0,1488.53,1,593.89,0,-1627427,0.33,21.62,0,-0.6
41139398,201805,0,50,612.3,2688.09,6245.81,18600.95,50,71,333,18600.95,18600.95,0,612.3,1,83.28,0,0,0,49.25,1.25,-1.34
29471666,201803,1,15,2314,0,0,1943.08,15,55,338,1943.08,1943.08,0,0,0,259.97,0,0,0,5.81,1.09,-0.8
78099740,201806,0,11,4000,0,0,875960.12,11,40,36,459.03,887459.03,0,2666.67,1,0,0,0,0,34.41,1.77,0
77985247,201806,0,14,4928.89,0,0,509941.23,14,63,39,60594.75,727994.75,0,8247.75,1,0,0,-143000,-0.3,24.35,-6.91,0
51253069,201807,0,17,8792.03,0,29153.46,1436.21,17,36,189,1436.21,1436.21,0,3068.39,1,-301.2,0,0,0,13.21,0,-0.34
51784238,201806,0,27,240,0,4400.62,17938.63,27,55,169,17938.63,17938.63,0,102.67,1,37.54,0,0,0,30,0.1,0.26
55998066,201804,1,15,8789.66,0,0,393256.76,15,31,1,28828.76,393828.76,0,28753.77,0,5232.83,-1,520871,0.7,9.5,-43.92,11
55978717,201805,1,26,1960,0,0,33218.96,26,18,3,0,32960,0,0,0,501.34,-1,0,0,66.53,57.98,4.4
9076087,201805,1,9,533.08,2505.07,4582.22,392047.65,9,94,343,392047.65,392047.65,1,386.61,0,9829.74,0,0,0,5.76,-0.21,0.63
54947548,201805,0,225,3100,13614.02,40782.44,710731.1,225,29,40,6074.59,717374.59,0,66.33,1,-271.38,0,-330000,0.45,245.53,-81.07,-0.69
53164572,201805,0,180,184.76,6384.13,6384.13,574534.68,180,36,112,25936.83,588936.83,0,148.34,1,-580.25,0,0,-0.01,140.73,-32.04,2.23
90298787,201807,1,9,1581.3,1581.3,0,1347.71,9,62,468,1340.78,1340.78,0,254.03,0,268.48,1,0,0,5.46,1.81,0.46
52990216,201805,0,2,0,0,0,235.71,2,0,119,235.71,235.71,0,2653.05,1,-672.1,0,0,0,17.09,-0.75,-1.09
51918115,201805,0,130,0,3947.36,9533.11,96503.98,136,38,162,1422.87,131422.87,0,750,1,-18.17,0,64000,-0.08,103.73,-0.79,7.46
53822048,201804,1,45,1315.42,0,0,1738.03,47,25,82,1738.03,1738.03,0,1302.81,1,145.89,0,0,0,89.31,14.85,-4.69
54735587,201805,0,6,16391.05,0,0,30323.92,6,0,49,30323.92,30323.92,0,17032.02,0,14992.77,0,0,0,5.35,1.55,-0.03
93026440,201807,0,5,57.4,3488.77,12086.07,148002.4,5,57,418,148002.4,148002.4,0,86.67,1,16.62,0,0,0,8.14,0,0
50029716,201805,0,21,1426.1,3540.9,6825.84,7528.09,21,80,240,7528.09,7528.09,0,0,1,270.26,0,0,0,11.41,0,0.06
51096782,201803,1,122,2012.9,0,0,2733.92,122,25,191,2733.92,2733.92,0,110.05,0,50.15,1,0,0,136.29,-4.4,-2.2
54897558,201803,0,74,0,5783.75,13263.77,141314.67,74,50,41,1861.62,151861.62,0,1649.58,1,-400.43,0,0,0,67.19,3.52,-3.17
54988832,201806,1,11,2415.75,0,0,9209.5,11,0,40,9209.5,9209.5,0,4687.68,1,-960.82,0,0,0,21.49,-1.69,-3
93539398,201806,0,112,11000,0,11694.37,18367.91,112,40,35,14000,23000,0,85.53,1,-59.53,0,-3090800,-0.21,29.97,155.07,10.43
54342368,201803,1,14,4900,0,0,22179.5,15,20,61,22179.5,22179.5,0,527.51,1,678.75,0,0,0,7.71,-5.04,0.2
51944682,201804,1,6,1581.35,0,0,18374.9,6,75,326,18374.9,18374.9,0,0,0,759.68,1,0,0,5.16,-0.47,-1.09
53894348,201804,1,36,1717.52,5743.33,16894.84,455051.8,36,31,79,3435.07,504535.07,0,1615.84,1,72.9,0,0,-0.01,40.24,-13.54,-2.23
41804754,201805,1,20,2349.5,0,0,87584.55,20,59,272,87584.55,87584.55,0,1145.4,1,0.2,0,0,0,14.48,-4.03,0.77
52894439,201804,1,86,4616,0,0,30.21,86,22,122,30.21,30.21,0,133.33,0,-55.95,0,0,0,31.14,15.12,4.34
