Cl_Property_ID,CL_Contract_Price,CL_Transfer_Date,Cl_History_From,Cl_Est_Land_Area,Cl_Equiv_Building_Area,Cl_Floor_Area,Cl_Bedrooms,Cl_Bathrooms,Cl_Car_Spaces,Cl_Garages,Cl_Year_Built,Cl_Materials_In_Roof,Cl_Materials_In_External_Walls,Cl_Materials_In_Floor,Cl_Bond_Amount,Cl_Access_Security_Installed,Cl_Air_Conditioned,Cl_Architectural_Style,Cl_Close_To_Public_Transport,Cl_Condition,Cl_Construction_Type,Cl_Dining_Rooms,Cl_Ensuites,Cl_Family_Rooms,Cl_Fireplace,Cl_Floor_Level_Of_Unit,Cl_Frontage,Cl_Lounge_Rooms,Cl_Street_Frontage_Size,Cl_Games_Rooms,Cl_Kitchens,Cl_Meal_Rooms,Cl_Study_Rooms,Cl_Floor_Levels_Inside_Unit,Cl_On_Main_Road,Cl_Renovated,Cl_Scenic_View,Cl_Swimming_Pool,Cl_Toilets,Cl_Heritage_Flag,CL_Property_Type,CL_Unit_No,CL_Unit_No_Derived,CL_Street_No_Start,CL_Street_No_End,CL_Street_Name,CL_Street_Type,CL_Street_Direction,CL_Suburb,CL_Postcode,CL_State,CL_Land_Area
9160056,440000,16/04/2013,16/04/2013,1045,?,?,3,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,10,?,Marian,Street,?,Aireys Inlet,3231,VIC,930
17246721,355250,16/12/2014,16/12/2014,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,11,?,Bowral,Grove,?,Jordan Springs,2747,NSW,425
12087127,285000,25/09/2011,26/05/2011,550,?,85,3,1,1,1,1976,Tile,Brick,?,1200,?,?,?,?,?,?,1,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,Unit,?,?,3B,?,Beckford,Close,?,East Cannington,6107,WA,550
5803664,687000,6/09/2013,29/08/2013,3051,?,82,2,1,1,1,1996,Other,Other,Tiled Floor Timber Floor,2200,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,Y,?,?,Unit,33,?,41,?,Pitt,Street,?,Redfern,2016,NSW,3050
6828541,280000,15/10/2011,7/09/2011,645,?,?,3,1,2,2,?,?,?,Timber Floor,1280,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,58,?,Beeville,Road,?,Petrie,4502,QLD,645
5148187,2100000,13/02/2013,13/02/2013,714,?,277,4,3,2,1,1960,Other,Other,?,2400,?,?,?,Y,?,?,?,1,?,Y,?,?,?,?,?,?,?,?,?,?,?,Y,Y,?,?,House,?,?,30A,?,Annette,Street,?,Oatley,2223,NSW,715
4646617,375000,7/12/2011,7/12/2011,45000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,196,?,Morgans Reserve,Road,?,Mundongo,2720,NSW,43380
1527062,915000,9/10/2010,9/10/2010,106,?,?,3,2,1,1,?,?,Brick,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,House,?,?,128,?,Ebley,Street,?,Bondi Junction,2022,NSW,108
6440727,1105000,14/02/2017,14/02/2017,902,?,?,3,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,31,?,Sydney,Street,?,St Marys,2760,NSW,934
11399499,261000,21/11/2015,21/11/2015,809,?,124,2,2,2,1,1950,Colorbond,Hardiplank,?,?,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,House,?,?,55,?,Bridge,Street,?,Korumburra,3950,VIC,809
7680094,365000,22/10/2011,22/10/2011,145,?,104,3,2,1,1,?,Terrcotta Tiles,Rendered Masonry,Carpet Floor,1840,Y,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,2,?,?,?,Y,?,?,Unit,64,?,7,?,Elliott,Street,?,Surfers Paradise,4217,QLD,?
11756573,480000,31/05/2015,31/05/2015,540,?,149,3,2,2,2,2002,TILE,Rendered Masonry  Brick,Carpet Floor,?,Y,Y,?,?,?,?,?,1,1,?,?,?,1,?,?,1,1,?,?,?,?,?,?,1,?,House,?,?,14,?,Soberton,Street,?,Butler,6036,WA,540
6798191,0,23/12/2016,21/10/2016,729,?,?,3,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,47,?,Warrigal,Street,?,the Entrance,2261,NSW,696
2383520,599000,8/03/2019,22/08/2018,?,?,?,3,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,2,?,36,?,Willowbank,Place,?,Gerringong,2534,NSW,815
15960604,259000,28/02/2012,28/02/2012,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,1,?,14,?,Wisteria,Lane,?,Southside,4570,QLD,105
12152792,229000,3/02/2017,3/02/2017,484,?,?,3,1,1,1,1993,Tile,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,1,?,House,?,?,5B,?,Farall,Court,?,Erskine,6210,WA,484
1749292,980000,28/03/2011,25/03/2011,936,?,?,3,1,3,2,?,?,?,Timber Floor,1680,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,Unit,?,?,239,243,Carlingford,Road,?,Carlingford,2118,NSW,936
10491301,920000,4/05/2017,4/05/2017,600,?,?,2,2,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,8,?,Frank,Avenue,?,Clayton South,3169,VIC,602
17796472,230000,8/08/2016,8/08/2016,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,7,?,Justinian,Place,?,Gumly Gumly,2652,NSW,6335
4236366,490000,26/03/2013,26/03/2013,60720,?,204,4,2,2,3,2005,Corr. Galv. Iron,Brick Veneer,?,?,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,House,?,?,28,?,Old Scone,Road,?,Merriwa,2329,NSW,60720
17048190,200000,11/06/2015,11/06/2015,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,58,?,Stern,Road,?,Tannum Sands,4680,QLD,805
1402516,235000,22/10/2013,16/03/2011,44300,?,68,2,1,1,1,?,?,?,?,800,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,Unit,101,?,15,?,Lorraine,Avenue,?,Berkeley Vale,2261,NSW,44330
1164558,750000,10/06/2015,10/06/2015,510,?,?,2,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,11,?,Gordon,Road,?,Auburn,2144,NSW,506
5413935,126500,28/09/2013,30/08/2013,1095,?,94,3,1,2,2,1950,Corrugatedmetal,Other,Carpet Floor,1020,?,Y,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,House,?,?,37,?,Gladys,Street,?,Kingaroy,4610,QLD,1095
12176399,410000,4/01/2011,11/12/2010,599,?,?,3,2,2,2,?,?,?,Timber Floor,1084,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,House,?,?,3,?,Fern,Way,?,Narre Warren South,3805,VIC,599
2262845,1300000,6/03/2012,6/03/2012,664,?,?,5,3,2,2,2004,?,?,?,?,?,Y,?,?,?,?,?,1,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,21,?,Lewis,Street,?,Epping,2121,NSW,658
11310624,203000,16/10/2014,16/10/2014,1000,?,0,?,?,?,2,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,6A,?,Rivington,Avenue,?,Kallista,3791,VIC,1000
2297906,0,23/04/2018,23/04/2018,981,?,?,1,1,?,1,?,?,?,?,1000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,15,?,York,Street,?,Fairfield,2165,NSW,975
13992580,240000,10/06/2011,10/06/2011,704,?,132,?,?,?,?,1962,Tile,Brick Veneer,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,91,?,Panubra,Street,?,Kings Meadows,7249,TAS,622
3842298,725888,21/06/2017,21/06/2017,675,?,?,4,2,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,35,?,Tillbrook,Street,?,Chapel Hill,4069,QLD,675
1283632,450000,16/06/2017,16/06/2017,816,?,?,3,2,2,?,1994,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,Unit,1,?,6,?,Covent Gardens,Way,?,Banora Point,2486,NSW,816
1045560,410000,23/11/2012,15/10/2012,666,?,?,2,1,1,1,?,?,?,?,1480,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,10,?,Letters,Street,?,Evatt,2617,ACT,667
9901834,1020000,27/09/2019,27/08/2019,1067,?,?,4,2,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,11,?,Benjamin,Parade,?,Blairgowrie,3942,VIC,1064
7594789,188000,21/04/2016,16/12/2015,226,?,65,3,1,2,2,1989,Other,Other,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,Unit,?,?,5,?,Waratah,Close,?,Stapylton,4207,QLD,?
11888296,175000,10/08/2017,10/08/2017,1011,?,107,3,1,1,2,1985,Tile,Double brick,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,1,1,1,?,?,?,?,?,?,1,?,House,?,?,1,?,Pitt,Street,?,Collie,6225,WA,1012
14961425,573000,12/10/2017,12/10/2017,600,?,?,3,2,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,House,?,?,14,?,Garvan,Street,?,Wyndham Vale,3024,VIC,600
13252199,510000,6/02/2013,13/12/2012,?,?,100,2,1,1,?,1950,Terrcotta Tiles,Brick,Timber Floor,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,1,Y,?,?,Y,?,?,Unit,6,?,45,47,Chapel,Street,?,St Kilda,3182,VIC,?
1925540,1900000,30/05/2015,30/05/2015,400,?,130,3,1,1,1,1920,Tile,Rendered,Timber Floor,?,?,?,?,?,?,?,?,?,?,Y,?,?,1,?,?,?,?,1,?,Y,Y,?,?,?,?,House,?,?,72,?,Arden,Street,?,Coogee,2034,NSW,399
13192007,435000,6/04/2011,6/04/2011,4,?,187,4,2,?,2,1998,Tile,?,Carpet Floor Slate Floor,?,?,Y,?,?,?,?,1,1,1,?,?,?,1,?,1,1,1,1,?,?,?,?,?,?,?,House,?,?,7,?,Dakar,Walk,?,Secret Harbour,6173,WA,662
6134479,310000,25/01/2012,25/01/2012,600,?,?,4,2,2,2,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,77,?,Ridgegarden,Drive,?,Morayfield,4506,QLD,600
2161836,920000,24/09/2014,24/09/2014,775,?,?,4,2,2,2,?,?,?,?,?,Y,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,House,?,?,18,?,Bellenden,Place,?,Dural,2158,NSW,775
15565314,545000,6/06/2015,6/06/2015,759,?,?,3,2,4,2,2013,Other,Other,Timber Floor,?,?,Y,?,?,?,?,?,1,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,House,?,?,15,?,Tweed Heads,Avenue,?,Tamborine Mountain,4272,QLD,759
12084676,715000,5/04/2012,5/04/2012,686,?,?,3,2,2,1,?,Tiles,Brick,?,?,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,37,?,Pascall,Street,?,Mount Waverley,3149,VIC,695
44490691,75000,19/08/2017,19/08/2017,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,2,?,16,?,Swan,Street,?,Bairnsdale,3875,VIC,424
10822570,415000,14/10/2014,7/10/2014,2088,?,100,2,1,1,1,?,Tile,Brick,?,2460,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,Y,?,?,Unit,202,?,11,?,Goodson,Street,?,Doncaster,3108,VIC,?
3746041,0,19/05/2017,27/07/2016,468,?,800,3,2,?,?,?,Concrete Tile,Brick,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,22,?,Rawson,Street,?,Lidcombe,2141,NSW,468
11739937,560000,13/02/2016,13/02/2016,304,?,204,3,2,2,2,2008,Tile,Brick,?,?,?,Y,?,Y,?,?,?,1,1,?,?,?,1,?,?,1,1,?,?,?,?,?,?,?,?,House,?,?,28A,?,Thomas,Street,?,Bunbury,6230,WA,304
16933976,512000,12/05/2019,7/03/2019,373,?,0,4,2,2,2,2014,OTHER,OTHER,?,?,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,8,?,Longmeadow,Road,?,Officer,3809,VIC,?
2352850,553000,2/05/2017,2/05/2017,581,?,?,4,2,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,?,House,?,?,20,?,Marcella,Street,?,Forster,2428,NSW,581
13476319,360000,13/03/2013,13/03/2013,723,?,137,3,2,2,2,1993,Tile,Brick,?,?,?,Y,?,Y,?,?,1,1,1,?,?,?,1,?,1,1,?,?,?,?,?,?,?,2,?,House,?,?,1,?,Rhyl,Close,?,Warnbro,6169,WA,722
37522221,519000,7/12/2015,7/12/2015,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,109,?,1,?,Major,Street,?,Highett,3190,VIC,?
17068449,399900,7/10/2014,7/10/2014,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,20,?,Periwinkle,Circuit,?,Craigieburn,3064,VIC,350
12831332,380000,14/12/2015,14/12/2015,?,?,60,2,1,1,?,1985,Tile,Brick,?,1720,Y,?,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,1,?,Unit,10,?,7,?,Vincent,Street,?,Mount Lawley,6050,WA,60
2671130,330000,1/11/2017,25/08/2017,80,?,?,3,2,1,?,1997,?,?,?,?,Y,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,Unit,6,?,191,?,Greenacre,Drive,?,Arundel,4214,QLD,?
12988951,500000,14/12/2018,14/12/2018,526,?,?,4,2,2,2,1995,Tile,?,?,?,?,Y,?,?,?,?,1,1,1,?,?,?,1,?,1,1,1,?,?,?,?,?,?,2,?,House,?,?,43,?,Chadlington,Drive,?,Padbury,6025,WA,526
5390309,439000,21/03/2013,26/02/2013,1077,?,145,4,2,2,2,?,Colorbond,Rendered Masonry,?,1920,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,50,?,Monterey,Street,?,Kewarra Beach,4879,QLD,1077
13485945,285100,2/11/2010,14/10/2010,16300,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,7,?,Kestrel,Place,?,Teesdale,3328,VIC,16300
16015364,251000,14/11/2011,14/11/2011,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,4,?,Arvine,Link,?,Caversham,6055,WA,465
16337407,573000,12/08/2013,12/08/2013,287,?,?,3,2,2,?,?,?,?,?,2240,?,Y,?,Y,?,?,?,1,?,?,?,?,1,?,?,?,?,1,?,?,?,?,?,?,?,Unit,2,?,25,?,Cahors,Road,?,Padstow,2211,NSW,?
15886951,0,10/10/2011,10/10/2011,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,14,?,River Valley,Drive,?,Windsor Gardens,5087,SA,700
16551840,149000,1/08/2013,1/08/2013,502,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,2,?,Amber,Avenue,?,Curlewis,3222,VIC,502
4570717,883000,10/09/2016,10/09/2016,697,?,136,2,2,4,4,1950,Tile,Rendered Brick,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,Y,Y,?,?,?,House,?,?,212,?,Mount Keira,Road,?,Mount Keira,2500,NSW,697
17533404,330000,1/03/2016,1/03/2016,?,?,?,4,1,2,2,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,4,?,Raymond,Road,?,St Agnes,5097,SA,712
17145122,330000,9/08/2017,9/08/2017,407,?,164,3,2,2,2,2015,TILE,Other,Tiled Floor,?,?,Y,?,?,?,?,1,1,1,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,House,?,?,17,?,Fallow,Street,?,Karnup,6176,WA,407
11402595,420000,17/03/2011,17/03/2011,5,?,?,3,2,?,2,?,?,?,?,?,Y,Y,?,?,?,?,?,1,?,Y,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,8,?,Bronton,Close,?,Kurunjang,3337,VIC,700
6738144,230000,22/05/2018,25/01/2018,5668,?,?,2,2,1,?,2006,Colourbond,Masonry,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,2,?,Unit,2210,?,2,22,Veivers,Road,?,Palm Cove,4879,QLD,87
2544724,490000,21/09/2015,17/09/2015,822,?,?,3,1,2,2,?,?,?,Carpet Floor,?,Y,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,House,?,?,27,?,Hillianna,Street,?,Algester,4115,QLD,822
5678723,405000,15/11/2012,15/11/2012,710,?,?,4,2,3,1,?,?,?,Timber Floor,1520,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,1,?,House,?,?,89,?,Lovegrove,Drive,?,Quakers Hill,2763,NSW,688
10013729,0,20/02/2017,27/07/2016,714,219,219,3,1,?,?,2004,Tiled,Rendered,?,?,?,Y,Hqconvenl,?,Good,?,?,1,1,?,?,?,1,?,?,?,?,1,?,?,?,?,?,?,?,House,?,?,31,?,Shearwater,Drive,?,Mawson Lakes,5095,SA,357
9890534,0,9/11/2015,9/11/2015,651,?,?,3,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,11,?,Tara,Avenue,?,Blackburn,3130,VIC,651
5402539,150000,7/09/2015,15/02/2012,1813,?,90,3,1,2,2,1985,?,?,Carpet Floor,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,7,?,Palm,Street,?,Killarney,4373,QLD,1813
18009331,130000,30/03/2016,30/03/2016,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,5,?,Melaleuca,Circuit,?,Cowra,2794,NSW,1720
2720881,250000,28/10/2015,28/10/2015,24900,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,1782,?,Gumble,Road,?,Gumble,2865,NSW,24890
15543337,825000,1/08/2016,27/07/2016,386,?,393,4,3,2,2,?,Tiled Roof,Brick Veneer,Carpet Floor,?,Y,Y,?,?,?,?,1,1,1,?,2,?,1,?,?,?,?,1,?,?,?,?,?,1,?,Unit,1,?,3,?,Mayes,Street,?,East Toowoomba,4350,QLD,383
5499210,4275000,5/11/2010,5/11/2010,1875,?,?,4,3,2,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,19,?,55,57,Wolseley,Road,?,Point Piper,2027,NSW,1707
3498421,1025000,24/05/2018,24/05/2018,608,?,?,4,3,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,House,?,?,11,?,Auk,Avenue,?,Burleigh Waters,4220,QLD,608
4594270,377000,29/05/2013,6/05/2013,1096,?,153,3,2,2,2,1980,Corrugated Metal,Chamferboard,Timber Floor,?,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,60,?,Miclere-Farleigh,Road,?,Farleigh,4741,QLD,1096
8317241,75000,15/06/2012,15/02/2012,27,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,73,?,15,?,Carmichael,Court,?,Wynnum West,4178,QLD,26
2243781,310000,19/10/2011,19/10/2011,237,?,?,3,2,4,2,?,?,?,Carpet Floor,1440,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,Unit,12,?,295,?,Great Western,Highway,?,Emu Plains,2750,NSW,236
7516049,610000,12/04/2019,27/12/2018,8034,?,90,3,1,2,1,1989,Concrete Tile ,Brick Veneer ,Carpet Floor,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,1,?,Unit,11,?,4,?,Fisher,Street,?,West Wollongong,2500,NSW,8272
7048850,450000,16/07/2011,14/07/2011,945,?,?,5,3,4,4,?,?,?,Carpet Floor,?,Y,Y,?,?,?,?,?,1,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,25,?,Arbour,Way,?,Regents Park,4118,QLD,945
6953844,429500,13/08/2014,9/08/2014,758,?,?,5,2,3,1,?,?,?,?,1740,?,?,?,?,?,?,1,?,1,Y,?,?,1,?,?,?,?,?,?,?,?,Y,?,1,?,House,?,?,8,?,Jacaranda,Court,?,Rangeville,4350,QLD,758
10320569,370000,30/09/2010,30/09/2010,312,?,?,3,2,1,1,?,?,?,?,1083,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,15,?,French,Crescent,?,Caroline Springs,3023,VIC,312
10209380,355000,4/07/2019,23/02/2019,442,213,213,4,2,4,2,2006,Galvanised Iron,Rendered,?,?,?,Y,Convenl,?,Good,?,?,1,?,?,?,13,1,13,?,?,?,?,?,?,?,?,?,2,?,House,?,?,3,?,Jacobs,Street,?,Nuriootpa,5355,SA,442
2344861,2030000,11/03/2017,11/03/2017,680,?,210,4,3,2,2,2007,Metal Deck Terracotta Tile ,Brick Veneer ,Floorboards,4800,Y,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,House,?,?,1,?,Ferguson,Street,?,Forestville,2087,NSW,569
5401412,260000,12/09/2012,12/09/2012,3,?,?,3,1,?,1,?,?,?,?,960,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,House,?,?,50,52,Acacia,Street,?,Killarney,4373,QLD,4047
15027211,800000,3/03/2017,30/11/2015,?,?,?,2,2,?,1,2010,?,?,?,2080,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,15,?,570,?,President,Avenue,?,Sutherland,2232,NSW,?
6282146,50000,17/10/2018,17/10/2018,664,?,?,2,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,49,?,Middleton,Street,?,South Kempsey,2440,NSW,669
4439188,220000,14/05/2014,5/05/2014,713,?,?,3,1,4,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,House,?,?,30,?,Marvin,Street,?,Eastern Heights,4305,QLD,715
2636582,1150000,25/11/2011,25/11/2011,609,?,?,3,2,1,1,1930,?,Rendered Brick,?,?,?,Y,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,Y,?,?,House,?,?,23A,?,Ronald,Avenue,?,Greenwich,2065,NSW,626
7289041,1550000,18/02/2015,11/02/2015,721,?,372,5,5,3,3,2013,Concrete Tile,Rendered Brick,Timber Floor,?,?,Y,?,?,?,?,1,4,1,?,?,?,1,?,?,?,?,1,?,?,Y,Y,Y,?,?,House,?,?,22,?,Enterprise,Court,?,Newport,4020,QLD,721
10695778,460000,1/08/2015,1/08/2015,564,?,187,4,2,3,3,2000,Concrete Tile,Brick Veneer,Carpet Floor,1647,?,Y,?,?,?,?,1,1,1,?,?,?,1,?,?,?,?,?,?,?,?,?,?,3,?,House,?,?,2,?,Ashbrook,Way,?,Cranbourne West,3977,VIC,564
8011827,0,5/03/2018,18/10/2017,631,?,233,3,2,2,2,1990,OTHER,OTHER,?,?,?,?,Y,?,?,?,1,?,?,Y,?,?,1,?,?,?,?,?,?,?,?,Y,Y,?,?,House,?,?,11,?,Blueberry,Place,?,Alfords Point,2234,NSW,631
43294983,960000,13/02/2017,13/02/2017,?,?,?,2,2,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,5,?,7,9,Essex,Street,?,Epping,2121,NSW,?
11851976,4800000,4/10/2016,4/10/2016,1048,?,477,4,5,4,4,2016,IRON,Rendered Brick,?,?,?,?,?,?,?,?,1,1,?,?,?,?,1,?,?,1,?,1,?,?,?,?,Y,?,?,House,?,?,34,?,Hesperia,Avenue,?,City Beach,6015,WA,1047
14422677,450000,20/09/2012,20/09/2012,834,?,?,5,2,3,?,?,?,?,?,?,?,?,?,?,?,?,1,1,1,?,?,?,?,?,?,?,?,1,?,?,?,?,Y,?,?,House,?,?,16,?,Kane,Drive,?,Mildura,3500,VIC,833
