Cl_Property_ID,CL_Contract_Price,CL_Transfer_Date,Cl_History_From,Cl_Est_Land_Area,Cl_Equiv_Building_Area,Cl_Floor_Area,Cl_Bedrooms,Cl_Bathrooms,Cl_Car_Spaces,Cl_Garages,Cl_Year_Built,Cl_Materials_In_Roof,Cl_Materials_In_External_Walls,Cl_Materials_In_Floor,Cl_Bond_Amount,Cl_Access_Security_Installed,Cl_Air_Conditioned,Cl_Architectural_Style,Cl_Close_To_Public_Transport,Cl_Condition,Cl_Construction_Type,Cl_Dining_Rooms,Cl_Ensuites,Cl_Family_Rooms,Cl_Fireplace,Cl_Floor_Level_Of_Unit,Cl_Frontage,Cl_Lounge_Rooms,Cl_Street_Frontage_Size,Cl_Games_Rooms,Cl_Kitchens,Cl_Meal_Rooms,Cl_Study_Rooms,Cl_Floor_Levels_Inside_Unit,Cl_On_Main_Road,Cl_Renovated,Cl_Scenic_View,Cl_Swimming_Pool,Cl_Toilets,Cl_Heritage_Flag,CL_Property_Type,CL_Unit_No,CL_Unit_No_Derived,CL_Street_No_Start,CL_Street_No_End,CL_Street_Name,CL_Street_Type,CL_Street_Direction,CL_Suburb,CL_Postcode,CL_State,CL_Land_Area
8260729,573000,19/06/2019,28/05/2019,546,?,?,3,2,2,2,?,?,?,?,1840,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,House,?,?,18,?,Tunney,Street,?,Wishart,4122,QLD,546
15506685,75000,5/10/2010,5/10/2010,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,375,?,Vickers,Street,?,Sebastopol,3356,VIC,300
3495200,350000,10/12/2014,2/07/2014,657,?,65,1,1,1,1,1996,Suspended Concrete,Rendered Masonry,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,704,?,220,?,the Esplanade,?,?,Burleigh Heads,4220,QLD,?
11542222,702500,28/08/2018,28/08/2018,266,?,128,3,2,2,1,2005,Concrete Tile,Brick Veneer,Parquerty,1782,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,Unit,3,?,18,?,Dwyer,Street,?,Macleod,3085,VIC,?
11349664,1320000,11/09/2017,9/09/2017,320,?,?,3,1,1,1,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,HOUSE,?,?,5,?,CHILDERS,STREET,?,KEW,3101,VIC,?
2124841,0,3/07/2018,3/07/2018,325,?,?,2,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,25,?,Gears,Avenue,?,Drummoyne,2047,NSW,325
15585816,580000,3/10/2011,3/10/2011,?,?,?,2,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,Unit,?,?,?,?,Silverdale,Road,?,Eaglemont,3084,VIC,?
3597427,670000,29/01/2014,27/01/2014,?,?,132,3,2,2,?,2003,Suspended Concrete,Rendered Masonry,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,902,?,27,29,Wharf,Street,?,Cairns City,4870,QLD,159
4257014,790000,2/03/2013,2/03/2013,669,?,245,4,2,1,1,2004,?,?,?,?,?,?,?,?,?,?,1,1,1,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,27,?,Smythe,Street,?,Merrylands,2160,NSW,658
13878706,350000,21/08/2013,4/09/2011,414,?,?,2,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,House,?,?,320,?,Nicholson,Street,?,Yarraville,3013,VIC,428
3344091,540000,12/11/2018,12/11/2018,500,?,107,3,1,2,2,1975,Concrete tiled  Metal,Hardiplank,Carpet Floor,?,?,Y,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,15,?,Yimbala,Street,?,Killarney Vale,2261,NSW,500
7573238,430000,2/06/2014,2/06/2014,607,?,?,?,3,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,11,?,Webb,Street,?,Stafford,4053,QLD,607
1949239,205000,21/12/2016,21/12/2016,934,?,?,3,1,1,1,?,?,?,Carpet Floor Concrete Floor,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,House,?,?,37,?,Knight,Street,?,Coonabarabran,2357,NSW,911
12596125,0,12/01/2016,12/01/2016,669,?,155,3,2,2,?,2010,Colorbond Roof,Brick Veneer,Concrete,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,14,?,Vidic,Drive,?,Portland,3305,VIC,671
9956681,650000,3/04/2019,6/03/2019,351,135,128,3,2,1,1,1994,Colorbond,Brick veneer,Tiled Floor,2700,?,Y,Colonial,?,Excellent,?,?,1,?,?,?,9.14,1,9.14,?,?,?,?,?,?,?,?,?,3,?,House,?,?,11A,?,Verdale,Avenue,?,Linden Park,5065,SA,351
13945464,375000,12/11/2010,12/11/2010,731,?,68,2,1,1,?,1958,Galvanised Iron,Vertical Board,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,House,?,?,93,?,Carlton Beach,Road,?,Dodges Ferry,7173,TAS,731
12511437,700000,19/09/2014,19/09/2014,1467,?,98,?,?,?,?,1927,Iron,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,9,?,Royal,Street,?,Kenwick,6107,WA,1467
10424884,0,27/10/2011,27/10/2011,760,?,240,4,2,2,?,1990,Concrete Tile,Brick Veneer,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,7,?,Constantine,Court,?,Rostrevor,5073,SA,759
2728105,580000,18/01/2013,18/01/2013,1214700,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,760,?,Marked Tree,Road,?,Gundaroo,2620,NSW,1222000
12835190,360000,28/11/2016,28/11/2016,242,?,?,2,1,2,1,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,1,?,Unit,28,?,1559,?,Point Nepean,Road,?,Capel Sound,3940,VIC,?
5590887,460000,2/08/2012,2/08/2012,745,?,220,4,2,2,2,2008,Metal Deck,Renderedbrick,Porcelain Floor,?,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,70,?,Sassafras,Street,?,Pottsville,2489,NSW,745
1902728,940000,18/05/2013,18/05/2013,557,?,255,5,3,1,1,2000,Colourbond,Hebel,Timber Floor,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,28,?,Wolger,Street,?,Como,2226,NSW,557
9711574,280000,6/12/2013,6/12/2013,567,126,126,3,1,2,?,1976,Tiled,Brick,?,?,?,Y,Convenl,?,Good,?,?,?,?,?,?,28.95,?,28.95,?,?,?,?,?,?,?,?,?,?,?,House,?,?,37,?,Flinders,Crescent,?,Hackham,5163,SA,567
4655928,0,24/10/2019,11/09/2019,687,?,226,4,2,2,2,2002,Concrete Tile,Brick,?,1520,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,10,?,Mallard,Place,?,Forest Lake,4078,QLD,687
6568608,475000,9/04/2011,9/04/2011,5536,?,?,2,1,?,1,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,5,?,103,105,Glencoe,Street,?,Sutherland,2232,NSW,5518
6151460,360000,15/03/2013,15/03/2013,4849,?,?,2,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,10,?,17,?,Rose,Street,?,Sefton,2162,NSW,4849
1559968,870000,7/08/2012,7/08/2012,517,?,?,4,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,31,?,Victoria,Street,?,Botany,2019,NSW,510
44581423,280000,1/11/2017,14/09/2017,13853,?,?,3,2,2,?,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,104,108,Victoria,Street,?,Warwick,4370,QLD,13830
15597631,485000,2/04/2011,2/04/2011,?,?,?,2,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,42,?,Vautier,Street,?,Rippleside,3215,VIC,613
4638355,970000,8/11/2016,8/11/2016,12100,?,?,4,2,3,3,?,?,?,?,2600,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,Y,?,?,House,?,?,44,?,Sawreys,Road,?,Forest Glen,4556,QLD,12070
12738304,1110000,3/03/2018,7/02/2018,157,?,?,3,1,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,1,Y,?,?,1,?,?,?,?,1,?,?,Y,?,?,?,?,House,?,?,76,?,Laity,Street,?,Richmond,3121,VIC,169
11279823,0,17/10/2015,17/10/2015,702,?,?,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,1608,?,Dandenong,Road,?,Huntingdale,3166,VIC,702
16715134,335000,4/12/2013,4/12/2013,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,53,?,Riverbank,Boulevard,?,Harkness,3337,VIC,372
7798445,180000,12/07/2012,12/07/2012,545,?,72,1,1,?,?,1945,Metaldeck  Terra Cotta Tile,Aluminium Clad,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,House,?,?,179,?,Ocean Beach,Road,?,Woy Woy,2256,NSW,544
14994339,492500,17/05/2014,10/05/2014,504,?,193,3,2,2,2,2010,Other,Other,?,?,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,House,?,?,14,?,Merriwee,Chase,?,Sandhurst,3977,VIC,504
13795596,247000,26/07/2017,26/07/2017,460,?,?,3,2,1,?,?,?,?,?,1194,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,5,?,Jennifer,Place,?,West Wodonga,3690,VIC,444
17040929,174500,3/11/2014,3/11/2014,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,129,?,Baptisia,Circuit,?,Caboolture,4510,QLD,346
4111304,338000,30/03/2013,22/03/2013,?,?,?,2,1,2,2,?,?,?,Timber Floor,1400,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,Unit,5,?,27,?,Joffre,Street,?,Coorparoo,4151,QLD,118
2662206,845000,16/05/2015,16/05/2015,588,?,?,5,1,1,2,?,?,?,Timber Floor,?,?,Y,?,?,?,?,1,?,1,?,?,?,1,?,?,?,?,1,?,?,?,?,?,1,?,House,?,?,19,?,Lester,Road,?,Greystanes,2145,NSW,588
1432140,582000,12/08/2017,12/08/2017,696,?,110,3,1,2,?,1987,Tile,Brick Veneer,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,7,?,Bennett,Grove,?,Bidwill,2770,NSW,696
7130162,630000,10/04/2017,10/04/2017,878,?,?,5,3,2,2,?,?,?,?,?,Y,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,3,?,House,?,?,675A,?,Underwood,Road,?,Rochedale South,4123,QLD,878
14375238,342500,9/10/2019,9/10/2019,11,?,?,3,1,1,1,?,?,?,?,?,?,Y,?,Y,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,Unit,2,?,66,70,Reynolds,Road,?,Belmont,3216,VIC,?
9624438,480000,4/03/2015,4/03/2015,694,128,156,3,1,1,1,1955,Tiled,Brick,?,?,Y,Y,Convenl,?,Very Poor,?,?,?,?,?,?,18.9,?,?,?,?,?,?,?,?,Y,?,?,?,?,House,?,?,11,?,Mclachlan,Avenue,?,Glenelg North,5045,SA,694
5887315,547000,27/08/2011,27/08/2011,847,?,?,3,2,2,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,Unit,3,?,84,?,Herbert,Street,?,Rockdale,2216,NSW,174
6663427,565000,5/04/2016,5/04/2016,914,?,?,4,2,4,4,?,?,?,Timber Floor,1540,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,?,House,?,?,1,?,the Eagles Nest,?,?,Tallwoods Village,2430,NSW,914
3041364,345000,8/01/2019,8/01/2019,807,?,150,3,3,6,?,1996,Colorbond,Brick,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,House,?,?,23,?,Prospect,Street,?,Biloela,4715,QLD,807
7697792,825000,13/05/2013,15/02/2012,?,?,?,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,Lot 234,?,18,?,Hanlan,Street,?,Surfers Paradise,4217,QLD,?
5687734,492350,13/01/2014,13/01/2014,561,?,?,5,3,1,1,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,House,?,?,53,?,Tallagandra,Drive,?,Quakers Hill,2763,NSW,561
17079550,499700,25/07/2014,25/07/2014,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,513,?,16,?,Aspinall,Street,?,Nundah,4012,QLD,78
15968614,990000,6/12/2010,6/12/2010,?,?,168,3,2,?,2,1998,Tile,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,Unit,1,?,3,?,Gairloch,Street,?,Applecross,6153,WA,342
11720522,325000,3/12/2016,3/12/2016,651,?,?,3,2,?,2,?,?,?,?,1217,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,25,?,Mcburnie,Drive,?,Kurunjang,3337,VIC,651
2491084,375000,20/12/2011,20/12/2011,531,?,?,3,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,48,?,Chestnut,Drive,?,Glossodia,2756,NSW,556
11864899,452000,17/03/2015,17/03/2015,391,?,168,3,2,2,2,2008,Tile,Other,?,1440,?,Y,?,?,?,?,1,1,1,?,?,?,1,?,?,1,?,?,?,?,?,Y,?,?,?,House,?,?,26,?,Arvada,Street,?,Clarkson,6030,WA,391
17960149,515000,27/03/2017,27/03/2017,?,?,?,0,2,1,?,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,Unit,8,?,18,?,Nautilus,Crescent,?,Scarborough,6019,WA,105
16531285,570000,24/05/2017,24/05/2017,616,?,232,4,2,2,?,2014,Concrete,Brickveneer,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,House,?,?,45,?,Bannon,Avenue,?,Sunbury,3429,VIC,615
3683267,390000,24/12/2010,24/12/2010,1642,?,?,2,1,1,1,?,?,?,?,1400,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,?,?,?,?,?,Unit,9,?,33,37,Ballina,Street,?,Lennox Head,2478,NSW,1637
5952401,1205000,30/04/2018,20/03/2018,506,?,160,4,2,2,?,1980,tile roof,rendered brick,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,House,?,?,19,?,Messines,Crescent,?,Miami,4220,QLD,506
5270359,0,17/01/2017,17/01/2017,102,?,?,2,1,?,?,?,?,?,Timber Floor,3600,?,Y,?,?,?,?,1,1,1,Y,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,House,?,?,9,?,Liverpool,Street,?,Paddington,2021,NSW,95
3640897,443000,8/06/2014,14/04/2014,?,?,148,2,2,2,2,1994,Suspended Concrete,Rendered Brick,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,Y,1,?,Unit,8,?,63,?,Lower Gay,Terrace,?,Caloundra,4551,QLD,179
17185175,173900,20/01/2015,20/01/2015,419,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,52,?,Cockatoo,Road,?,Pakenham,3810,VIC,419
10625587,401000,28/08/2015,28/08/2015,700,140,271,4,1,2,1,1971,Tile,Brick,?,?,Y,Y,Ranch,?,Good,?,?,?,?,Y,?,18.31,?,18.31,?,?,?,?,?,?,?,?,?,1,?,House,?,?,74,?,Perseverance,Road,?,Vista,5091,SA,697
15498829,300000,14/09/2011,14/09/2011,?,?,?,3,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,26,?,Break O'Day,Drive,?,Australind,6233,WA,273
6726027,699000,16/06/2018,16/06/2018,560,?,?,3,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,1,?,House,?,?,120,?,Palm Beach,Avenue,?,Palm Beach,4221,QLD,559
16903329,400000,4/02/2013,4/02/2013,?,?,?,2,2,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,3,?,45,?,Union,Grove,?,Springvale,3171,VIC,?
11488410,0,8/10/2019,26/09/2019,843,?,91,3,1,1,?,1970,Concrete Tile ,Brick Veneer ,Timber Floor,1300,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,House,?,?,23,?,Olive,Grove,?,Lilydale,3140,VIC,842
2996065,192000,12/04/2013,12/02/2011,1012,?,133,3,1,2,?,1980,Metal Deck,Brick,?,1000,?,Y,?,?,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,?,Y,Y,?,?,?,House,?,?,67,?,Pell,Street,?,Howlong,2643,NSW,1012
11102213,430000,9/12/2014,9/12/2014,250,?,110,2,2,1,1,1997,Cement Tile,Brick Veneer,?,?,Y,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,House,?,?,23A,?,Leonard,Avenue,?,Glenroy,3046,VIC,285
7624262,315000,22/04/2014,28/03/2014,607,?,116,4,1,2,2,1972,?,?,Carpet Floor,?,?,Y,?,?,?,?,1,?,1,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,1,?,House,?,?,41,?,Sun Valley,Road,?,Sun Valley,4680,QLD,607
9181388,0,7/06/2014,24/09/2013,169,?,106,2,1,?,?,1910,Corrugated Iron,Weatherboard,Concrete Floor,?,Y,Y,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,122,?,Mills,Street,?,Albert Park,3206,VIC,170
15539637,229000,10/12/2010,10/12/2010,?,?,?,2,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,Lot 4,?,66,?,Middle,Street,?,Chinchilla,4413,QLD,97
2853560,450000,21/10/2010,21/10/2010,3,?,?,3,1,6,6,?,?,Clad / Corrugated Iron,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,41,?,Clear View,Parade,?,Hazelbrook,2779,NSW,2992
46977517,1190000,18/06/2019,18/06/2019,1509,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,505,?,49,?,the Esplanade,?,?,Ettalong Beach,2257,NSW,188
1734275,368000,27/11/2014,27/11/2014,405,?,?,3,1,?,2,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,4,?,Lake,Avenue,?,Cardiff South,2285,NSW,405
14952364,420000,30/09/2014,30/09/2014,561,?,?,4,1,2,2,?,?,?,Timber Floor,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,House,?,?,13,?,Garvan,Street,?,Wyndham Vale,3024,VIC,561
11265835,0,11/09/2017,11/09/2017,577,?,152,4,2,2,2,1996,Concrete tile,Brick,?,?,YES,YES,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,HOUSE,?,?,37,?,TENBY,WAY,?,HOPPERS CROSSING,3029,VIC,576
16310517,0,16/12/2016,27/07/2016,?,?,93,3,2,1,?,2013,Other,Other,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,1,?,?,?,Y,?,?,Unit,710,?,6,10,Charles,Street,?,Parramatta,2150,NSW,120
12915939,632500,17/02/2016,21/01/2016,700,?,?,4,2,2,2,1981,Tile,?,Jarrah Timber Floor,?,Y,Y,?,?,?,?,1,?,1,?,?,?,1,?,?,1,1,?,?,?,?,?,Y,?,?,House,?,?,128,?,Mcgilvray,Avenue,?,Noranda,6062,WA,700
2051493,925000,20/05/2019,20/05/2019,101400,?,?,5,3,4,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,186,?,Dry Plains,Road,?,Dairymans Plains,2630,NSW,101400
12908141,480000,15/12/2017,15/12/2017,218,?,?,2,1,1,1,1985,?,?,?,1173,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,1,?,Unit,1,?,2049,?,Point Nepean,Road,?,Rye,3941,VIC,?
16465239,351000,1/07/2013,1/07/2013,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,Unit,37,?,30,?,Slade,Street,?,Carseldine,4034,QLD,115
10063031,517000,13/08/2016,13/08/2016,694,?,110,3,2,1,2,1950,Concrete Tile,Weatherboard,Floorboards,2047,?,Y,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,29,?,Stenhouse,Avenue,?,Brooklyn,3012,VIC,235
1520936,1445000,17/09/2011,17/09/2011,224,?,?,3,1,?,?,?,?,?,Timber Floor,?,?,Y,?,?,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,?,?,Y,?,2,?,House,?,?,8,?,Consett,Avenue,?,Bondi Beach,2026,NSW,223
11169797,385000,17/05/2016,5/05/2016,676,?,?,4,2,2,?,?,?,?,?,?,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,House,?,?,12,?,Carmen,Court,?,Hampton Park,3976,VIC,677
17278447,1120000,7/08/2013,7/08/2013,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,2702,?,100,?,Lorimer,Street,?,Docklands,3008,VIC,?
13459826,159000,26/06/2013,13/06/2013,564,?,?,3,1,4,1,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,20,?,Service,Street,?,Tatura,3616,VIC,564
10422663,490000,29/07/2016,29/07/2016,18920,?,?,3,2,6,1,1985,Metal Decking,Hardiplank,Tiled Floor,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,House,?,?,34,?,Ronda,Avenue,?,Roseworthy,5371,SA,18730
16475647,409000,12/11/2013,12/11/2013,?,?,?,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,59,?,35,?,Torrens,Street,?,Braddon,2612,ACT,2299
9562739,2550000,17/06/2019,17/06/2019,295,?,100,4,3,2,1,1980,Concrete Tile,Brick Veneer,?,2340,Y,?,?,Y,?,?,1,?,?,Y,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,40,?,Leonard,Street,?,Deepdene,3103,VIC,295
7270003,395000,4/03/2015,4/03/2015,700,?,?,4,2,2,2,?,?,?,?,1300,Y,Y,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,1,?,House,?,?,12,?,Bondi,Court,?,Sandstone Point,4511,QLD,700
8293487,352550,7/05/2013,7/05/2013,904,?,?,3,3,?,1,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,5,?,Reynolds,Close,?,Woombye,4559,QLD,904
6160279,527000,8/12/2013,8/12/2013,607,?,115,3,1,1,?,1960,Metal,Aluminium & Vinyl Clad,?,?,Y,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,24,?,Fourth,Avenue,?,Seven Hills,2147,NSW,607
6568113,375000,7/10/2015,7/10/2015,766,?,142,3,1,2,3,?,?,?,Timber Floor,1440,?,Y,?,?,?,?,?,?,1,?,?,?,1,?,?,?,?,?,?,?,?,Y,?,?,?,House,?,?,28,?,Hume,Street,?,North Toowoomba,4350,QLD,766
6480237,525000,30/09/2017,30/09/2017,?,?,46,1,1,1,1,2000,Other,Other,?,?,Y,Y,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,Y,Y,?,?,Unit,96,?,5,7,Beresford,Road,?,Strathfield,2135,NSW,?
2421970,180000,4/12/2015,4/12/2015,3119,?,110,3,1,2,2,1920,Other,Other,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,100,?,Grey,Street,?,Glen Innes,2370,NSW,3119
7529213,0,23/10/2018,23/10/2018,700,?,138,4,2,1,?,1970,Concrete tile,Brick veneer,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,130,?,Duneba,Drive,?,Westleigh,2120,NSW,700
13565781,230000,7/01/2013,18/12/2012,810,?,125,3,1,?,2,1968,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,1,?,Dawson,Street,?,Timboon,3268,VIC,811
