Cl_Property_ID,CL_Contract_Price,CL_Transfer_Date,Cl_History_From,Cl_Est_Land_Area,Cl_Equiv_Building_Area,Cl_Floor_Area,Cl_Bedrooms,Cl_Bathrooms,Cl_Car_Spaces,Cl_Garages,Cl_Year_Built,Cl_Materials_In_Roof,Cl_Materials_In_External_Walls,Cl_Materials_In_Floor,Cl_Bond_Amount,Cl_Access_Security_Installed,Cl_Air_Conditioned,Cl_Architectural_Style,Cl_Close_To_Public_Transport,Cl_Condition,Cl_Construction_Type,Cl_Dining_Rooms,Cl_Ensuites,Cl_Family_Rooms,Cl_Fireplace,Cl_Floor_Level_Of_Unit,Cl_Frontage,Cl_Lounge_Rooms,Cl_Street_Frontage_Size,Cl_Games_Rooms,Cl_Kitchens,Cl_Meal_Rooms,Cl_Study_Rooms,Cl_Floor_Levels_Inside_Unit,Cl_On_Main_Road,Cl_Renovated,Cl_Scenic_View,Cl_Swimming_Pool,Cl_Toilets,Cl_Heritage_Flag,CL_Property_Type,CL_Unit_No,CL_Unit_No_Derived,CL_Street_No_Start,CL_Street_No_End,CL_Street_Name,CL_Street_Type,CL_Street_Direction,CL_Suburb,CL_Postcode,CL_State,CL_Land_Area
1040527,26/02/3392,23/10/2012,18/10/2012,563,?,112,3,1,1,?,1960,Other,Other,Timber Floor,?,?,Y,?,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,House,?,?,544,?,Northbourne,Avenue,?,Downer,2602,ACT,563
1048663,0/01/1900,23/11/2017,9/03/2017,1215,?,?,4,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,68,?,Pridham,Street,?,Farrer,2607,ACT,1215
1059016,0/01/1900,28/02/2013,4/09/2011,1692,?,?,4,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,15,?,Richardson,Street,?,Garran,2605,ACT,845
1087308,16/06/3493,19/10/2013,19/10/2013,775,?,172,3,2,2,1,1978,Corrugated Iron,Brick,Pine Timber Floor,?,?,Y,?,?,?,?,?,1,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,24,?,Gascoyne,Circuit,?,Kaleen,2617,ACT,775
1093156,13/02/3570,8/12/2014,8/12/2014,?,?,?,5,1,?,4,?,?,?,?,?,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,6,?,Mcdermott,Street,?,Kambah,2902,ACT,1063
1103805,0/01/1900,13/11/2017,31/01/2017,875,?,?,3,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,3,?,Pillar,Place,?,Lyons,2606,ACT,876
1104576,0/01/1900,25/01/2013,25/01/2013,?,?,?,4,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,12,?,Schinckel,Place,?,Macarthur,2904,ACT,980
1119200,12/10/2967,27/04/2017,23/04/2017,3459,?,0,2,1,1,1,1999,OTHER,OTHER,Carpet Floor,1400,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,House,5,?,11,?,Len Waters,Street,?,Ngunnawal,2913,ACT,3459
1167611,24/03/3036,6/10/2016,6/10/2016,760,?,139,3,2,1,1,1975,Metal,Brick,Carpet Floor,1320,?,Y,?,?,?,BRK,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,House,?,?,80,?,Bradshaw,Drive,?,Gillen,870,NT,760
1177181,9/06/2762,2/06/2014,14/04/2014,930,?,110,3,1,1,?,1986,Aluminium Tile,Clay Brick,Carpet Floor,1600,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,8,?,Saltwell,Street,?,Larapinta,875,NT,930
1178863,20/02/3622,7/05/2019,7/05/2019,1110,?,?,3,3,2,?,?,?,?,?,?,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,House,?,?,26,?,the Links,?,?,Desert Springs,870,NT,1110
1186258,27/02/2995,19/07/2011,19/07/2011,122700,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,500,?,Hopewell,Road,?,Berry Springs,838,NT,122700
1189495,3/03/5596,16/12/2016,16/12/2016,12139,?,3,3,1,1,2,1968,Terrcotta Tiles,Brick Veneer,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,225,?,Sixth,Avenue,?,Austral,2179,NSW,12140
1198055,8/02/5158,20/09/2013,20/09/2013,1633,?,?,4,2,2,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,63,?,Marine,Parade,?,Avalon Beach,2107,NSW,1644
1198638,0/01/1900,23/10/2012,24/09/2012,1220,?,?,4,3,4,?,?,Iron,Metal Clad,?,3320,?,Y,?,?,?,T/F Metal,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,House,?,?,5,?,Brown,Street,?,Fannie Bay,820,NT,1220
1225586,3/06/4747,2/09/2016,2/09/2016,?,?,?,3,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,9,?,Dalwood,Crescent,?,Malak,812,NT,10300
1275954,24/01/5733,12/09/2017,12/09/2017,628,?,?,3,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,80,?,Marshall,Street,?,Bankstown,2200,NSW,607
1279565,3/08/5048,6/07/2019,6/07/2019,965,?,138,3,1,2,1,1960,Tile,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,House,?,?,106,?,South,Terrace,?,Bankstown,2200,NSW,980
1283286,16/08/2974,22/12/2016,22/12/2016,895,?,2,3,2,1,1,2001,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,1,?,11,?,Cedar,Ridge,?,Banora Point,2486,NSW,?
1317458,7/02/3121,28/08/2018,2/08/2018,1421,?,?,3,2,1,1,2000,?,?,?,?,?,Y,?,?,?,?,1,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,Unit,2,?,13,?,Marjorie,Crescent,?,Batehaven,2536,NSW,1404
1369867,###############################################################################################################################################################################################################################################################,26/09/2018,26/09/2018,711,?,?,5,3,2,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,181,?,O'Sullivan,Road,?,Bellevue Hill,2023,NSW,697
1385035,23/02/4186,25/07/2016,25/07/2016,?,?,?,2,1,?,?,2009,Concrete Tile,Brick,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,Unit,368,?,2,?,Dawes,Road,?,Belrose,2085,NSW,?
1386165,1/08/5842,14/07/2018,14/07/2018,706,?,?,5,3,2,2,1970,?,Brick and Vinyl Clad,Carpet Floor,?,?,Y,?,?,?,?,1,1,1,?,?,?,1,?,?,?,?,1,?,?,?,Y,Y,?,?,House,?,?,16,?,Munnumba,Avenue,?,Belrose,2085,NSW,702
1415378,0/01/1900,8/11/2019,8/11/2019,19200,?,458,5,3,3,6,1998,colorbond steel,brick (rendered),?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,House,?,?,99,?,Schofields,Lane,?,Berry,2535,NSW,19220
1434893,6/03/2906,18/02/2013,18/02/2013,816,?,?,3,1,2,?,?,?,?,Timber Floor,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,146,?,Broadwater,Esplanade,?,Bilambil Heights,2486,NSW,816
1444732,24/04/2988,5/04/2012,16/03/2012,820,?,43,1,1,1,?,1973,?,?,Parquerty,1320,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,Y,?,?,?,Unit,3,?,18A,?,Ballast Point,Road,?,Birchgrove,2041,NSW,819
1476287,8/06/3159,12/11/2015,28/08/2015,3,?,?,3,1,1,1,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,Unit,2,?,10,?,Wallaby,Street,?,Blackwall,2256,NSW,816
1476519,14/12/2871,26/10/2011,26/10/2011,586,?,?,3,1,?,1,?,?,?,?,?,?,?,?,?,?,?,1,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,16,?,Ager Cottage,Crescent,?,Blair Athol,2560,NSW,320
1501520,8/01/2913,7/03/2017,7/03/2017,2578,?,102,2,1,1,?,1993,Not Visible (Assume Metal),Brick Veneer,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,Unit,1,?,6,8,Hastings,Road,?,Bogangar,2488,NSW,2617
1509442,12/08/2948,24/02/2014,24/02/2014,679,?,180,4,2,2,?,1995,Other,Other,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,43,?,Gardenia,Crescent,?,Bomaderry,2541,NSW,680
1518751,11/09/4911,2/07/2018,27/07/2016,2944,?,?,2,1,1,1,?,?,?,Carpet Floor,3000,?,?,?,?,?,?,?,?,?,?,7,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,Unit,37,?,40,46,Penkivil,Street,?,Bondi,2026,NSW,2940
1531066,0/01/1900,23/05/2016,20/04/2016,260,?,119,2,2,1,1,1920,Terrcotta Tiles,Brick (Rendered)  Weatherboard,Timber Floor,4800,?,?,?,?,?,?,1,?,?,Y,?,?,?,?,?,?,?,1,?,?,Y,?,Y,?,?,House,?,?,40,?,Woodstock,Street,?,Bondi Junction,2022,NSW,260
1536698,18/01/2850,2/10/2013,2/10/2013,617,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,217,?,North Liverpool,Road,?,Bonnyrigg,2177,NSW,617
1639447,11/11/4533,19/07/2017,19/07/2017,161900,?,248,4,2,4,2,1993,Concrete Tile,Brick Veneer,?,?,?,Y,?,?,?,?,?,1,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,House,?,?,30,?,Rocky Glen,Road,?,Bungendore,2621,NSW,161900
1653762,27/04/4090,16/06/2016,16/06/2016,1264,?,?,2,1,1,1,?,?,?,?,2200,Y,?,?,Y,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,?,?,Y,?,1,?,Unit,20,?,38,40,Meryla,Street,?,Burwood,2134,NSW,?
1678998,17/09/2926,22/11/2013,22/11/2013,719,?,?,3,1,2,2,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,5,?,Emmett,Street,?,Callala Bay,2540,NSW,719
1690764,5/06/3953,27/11/2019,18/11/2019,817,?,230,4,2,3,?,2005,Concrete tile,Brick veneer,Carpet and Ceramic Tiles,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,29,?,Hanover,Road,?,Cameron Park,2285,NSW,817
1700051,12/07/2458,18/02/2013,18/02/2013,?,?,?,2,1,1,1,?,?,?,?,880,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,4,?,11,?,Warby,Street,?,Campbelltown,2560,NSW,?
1710109,12/12/3268,11/10/2013,11/10/2013,493,?,?,3,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,35,?,Scahill,Street,?,Campsie,2194,NSW,468
1715000,14/03/3099,24/05/2014,17/04/2014,3642,?,118,3,1,1,1,1999,Concrete,Brickveneer,?,?,?,Y,?,Y,?,?,1,2,?,?,?,?,1,?,?,?,?,?,?,Y,?,?,?,2,?,Unit,11,?,87,?,Cambridge,Street,?,Canley Heights,2166,NSW,3642
1724084,21/01/3132,4/05/2013,4/05/2013,381,?,?,2,1,2,?,?,?,?,Timber Floor,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,Unit,2,?,156,158,Canterbury,Road,?,Canterbury,2193,NSW,379
1733583,0/01/1900,6/12/2016,31/10/2016,623,?,133,3,2,2,?,1970,Concretetiles,Clad,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,7,?,Bressay,Close,?,Cardiff South,2285,NSW,627
1752615,1/08/5842,9/06/2018,17/05/2018,942,?,?,5,3,2,?,?,Tile,Brick,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,81,?,Murray Farm,Road,?,Carlingford,2118,NSW,942
1765781,18/10/6529,21/03/2018,12/03/2018,601,?,138,3,2,2,2,1940,TILE,Rendered brick,Timber Floor,2080,?,Y,?,?,?,?,?,?,1,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,1,?,Dewrang,Street,?,Carss Park,2221,NSW,601
1781325,3/01/4501,25/03/2015,25/03/2015,490,?,?,4,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,5,?,Government Farm,Crescent,?,Castle Hill,2154,NSW,490
1788702,24/01/5733,15/10/2017,15/10/2017,697,?,?,4,3,2,?,?,?,?,?,?,?,Y,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,3,?,House,?,?,14,?,Wiseman,Road,?,Castle Hill,2154,NSW,696
1810639,26/12/3090,26/07/2019,26/07/2019,826,?,143,4,1,1,1,1995,Concrete Tile,Brick veneer,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,1,?,House,?,?,26,?,Leonard,Street,?,Cessnock,2325,NSW,827
1815833,10/08/3063,26/05/2016,12/03/2016,538,?,?,3,2,4,2,?,?,?,Timber Floor,?,?,Y,?,?,?,?,1,?,?,Y,?,?,1,?,?,?,?,?,?,Y,?,?,?,?,?,House,?,?,222,?,Charlestown,Road,?,Charlestown,2290,NSW,525
1816406,21/11/2574,5/07/2011,5/07/2011,2032,?,?,2,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,2,?,38,?,Dickinson,Street,?,Charlestown,2290,NSW,2033
1817238,21/08/3282,30/11/2012,30/11/2012,771,?,130,4,2,1,1,1980,Concrete Tile,Brick Veneer,Timber Floor,?,?,Y,?,?,?,?,1,?,1,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,16,?,Guna,Street,?,Charlestown,2290,NSW,759
1819725,21/08/3282,26/06/2019,3/06/2019,542,?,129,3,1,2,?,1960,Concrete tile,Face brick,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,31,?,Roslyn,Avenue,?,Charlestown,2290,NSW,542
1827701,8/02/2865,16/12/2011,16/12/2011,?,?,34,1,1,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,7,?,?,?,?,?,?,?,1,?,?,?,?,?,?,Unit,720,?,2B,?,Help,Street,?,Chatswood,2067,NSW,?
1838765,0/01/1900,27/09/2016,27/07/2016,304,?,?,3,2,1,1,1990,?,Brick Veneer,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,4A,?,Haven,Court,?,Cherrybrook,2126,NSW,302
1868256,4/09/3104,26/07/2011,26/07/2011,893,?,?,5,2,?,1,?,?,?,Slate Floor,?,?,?,?,?,?,?,?,1,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,5,?,Jones,Drive,?,Cobar,2835,NSW,894
1881682,15/05/2721,22/08/2019,30/03/2019,709,?,95,3,1,2,1,1990,Other,Other,?,?,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,Unit,2,?,5,?,Pearce,Drive,?,Coffs Harbour,2450,NSW,728
1881729,0/01/1900,1/07/2019,9/03/2017,780,?,?,4,2,2,2,?,Tile,Brick,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,Y,?,2,?,House,?,?,62,?,Pearce,Drive,?,Coffs Harbour,2450,NSW,780
1895015,16/02/2776,25/11/2016,25/11/2016,191200,?,155,4,1,4,2,2007,Colorbond,Colorbond,Carpet Floor,?,?,Y,?,?,?,?,1,?,?,Y,?,?,1,?,?,?,?,?,?,?,?,?,Y,?,?,House,?,?,20,?,Bastows,Lane,?,Collombatti,2440,NSW,191200
1943919,12/01/2939,30/10/2017,20/10/2017,650,?,180,3,2,2,1,1960,Concrete Tile ,Brick Veneer ,?,?,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,7A,?,Crisp,Street,?,Cooma,2630,NSW,651
1961739,26/10/2392,1/04/2011,1/04/2011,916,?,?,3,1,1,1,?,?,Brick Veneer,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,36,?,Poole,Street,?,Cootamundra,2590,NSW,917
1978564,2/11/4199,24/04/2018,1/04/2018,485,?,?,4,2,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,31,?,High,Street,?,Corrimal,2518,NSW,490
1979855,6/11/3008,21/06/2013,24/01/2013,1484,?,?,2,2,2,2,?,?,?,Timber Floor,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,Y,?,?,Unit,4,?,37,?,the Avenue,?,?,Corrimal,2518,NSW,?
1981071,4/10/5349,20/04/2017,20/04/2017,712,?,178,4,3,2,2,1960,Concrete Tile,Hardiplank,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,House,?,?,58,?,Lake,Parade,?,East Corrimal,2518,NSW,721
2008302,23/06/5300,26/06/2019,26/06/2019,556,?,304,6,5,4,?,1980,Concrete Tile,Brick Veneer,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,House,?,?,8,?,Little Willandra,Road,?,Cromer,2099,NSW,556
2010312,26/11/4637,17/10/2014,17/10/2014,2448,?,?,2,1,?,1,?,?,?,?,1600,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,27,?,4,6,Boorima,Place,?,Cronulla,2230,NSW,2448
2010400,10/06/6157,28/07/2014,23/07/2014,515,?,126,3,2,1,1,1975,Concrete Tile,Brick Veneer,Tiled Floor Timber Floor,2760,?,?,?,Y,?,?,1,1,?,Y,?,?,1,?,?,?,?,?,?,?,?,Y,Y,?,?,House,?,?,21,?,Boronia,Street,?,Cronulla,2230,NSW,515
2026618,7/06/4914,30/08/2013,13/11/2012,109,?,?,2,1,?,?,1900,Corr. Galv. Iron,Brick,?,2000,?,?,?,Y,?,?,1,?,1,Y,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,House,?,?,214,?,West,Street,?,Crows Nest,2065,NSW,109
2099266,30/10/4711,27/10/2010,27/10/2010,666,?,?,3,2,?,2,1930,?,Cavity Brick and Terracotta Tile,?,?,?,?,?,Y,?,?,1,?,1,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,15,?,Simla,Road,?,Denistone,2114,NSW,651
2099917,17/07/6417,29/03/2011,29/03/2011,784,?,?,5,4,2,2,?,?,?,?,?,Y,Y,?,?,?,?,1,1,1,?,?,?,1,?,?,?,?,?,?,?,?,Y,?,?,?,House,?,?,17,?,Hollis,Avenue,?,Denistone East,2112,NSW,784
2128637,0/01/1900,1/09/2018,20/08/2018,2294,?,?,2,1,1,?,1970,Concrete Tile,Brick,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,Unit,25,?,16,?,Wolseley,Street,?,Drummoyne,2047,NSW,?
2130214,16/07/3022,7/05/2018,7/05/2018,1100,?,246,4,2,2,?,1960,Other,Other,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,House,?,?,6,?,Baird,Street,?,Dubbo,2830,NSW,1096
2133384,20/09/2811,10/10/2017,24/08/2017,974,?,142,4,2,2,1,1950,Tile,Fibrous Cement Sheeting; Timber Weatherboard,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,49,?,Dalton,Street,?,Dubbo,2830,NSW,974
2136394,25/08/2091,19/12/2013,19/12/2013,579,?,?,3,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,6,?,Houston,Drive,?,Dubbo,2830,NSW,579
2136597,0/01/1900,7/07/2019,9/03/2019,462,?,94,2,1,1,1,1995,Other,Other,?,1200,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,31,?,Jack William,Drive,?,Dubbo,2830,NSW,462
2180911,6/12/3357,1/08/2018,27/07/2018,666,?,149,3,2,1,1,2002,Concrete Tile,Brick,?,1480,?,?,?,?,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,?,?,Y,?,?,?,House,?,?,6,?,Swallowtail,Place,?,Ballina,2478,NSW,666
2193097,5/11/2867,13/07/2015,13/07/2015,609,?,?,3,1,1,1,?,?,?,?,?,?,Y,?,Y,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,Y,?,?,1,?,House,?,?,62,?,Burg,Street,?,East Maitland,2323,NSW,608
2204359,0/01/1900,23/01/2019,27/07/2016,962,?,?,1,1,2,?,1965,?,?,?,1280,?,?,?,?,?,?,?,?,?,?,2,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,Unit,8,?,17,?,Mascot,Drive,?,Eastlakes,2018,NSW,962
2213066,21/06/2584,18/06/2014,24/12/2013,630,?,218,2,1,3,2,1980,?,?,?,?,?,Y,?,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,House,?,?,49,?,Bungo,Street,?,Eden,2551,NSW,648
2222159,6/09/2707,7/02/2011,7/02/2011,595,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,14,?,Velinda,Street,?,Edgeworth,2285,NSW,588
2238302,14/12/2871,5/06/2017,5/06/2017,789,?,?,3,2,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,6,?,Lights,Street,?,Emerald Beach,2456,NSW,790
2247743,13/07/3816,24/04/2017,24/04/2017,1617,?,?,3,1,1,1,1995,?,?,?,1480,?,Y,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,4,?,106,108,Banksia,Avenue,?,Engadine,2233,NSW,1594
2259145,2/05/3040,25/09/2012,25/09/2012,?,?,90,2,1,?,?,1989,Tile,Brick,Timber Floor,1680,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,4,?,38,?,Cambridge,Street,?,Epping,2121,NSW,?
2271109,13/09/3438,18/10/2011,8/06/2011,2824,?,?,3,2,2,2,?,?,Brick Veneer,Tiled Floor,?,Y,Y,?,Y,?,?,1,1,?,?,?,?,1,?,?,?,?,?,?,?,?,Y,?,?,?,Unit,6,?,64,66,Spurway,Street,?,Ermington,2115,NSW,?
2311478,26/07/3638,1/04/2016,22/03/2016,20460,?,193,5,2,3,4,1990,Colorbond,Hardiplank,Timber Floor,?,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,139,?,Sinclair,Road,?,Falls Creek,2540,NSW,20460
2313390,0/01/1900,16/10/2017,9/03/2017,26716,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,171,?,Farrants,Road,?,Farrants Hill,2484,NSW,26700
2321991,11/05/3912,14/11/2017,14/11/2017,562,?,?,3,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,7,?,St George,Avenue,?,Figtree,2525,NSW,575
2323870,3/08/5048,14/01/2013,14/01/2013,1012,?,?,3,2,2,3,?,?,?,?,1600,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,24,?,Lagoon,Road,?,Fingal Head,2487,NSW,1012
2375348,0/01/1900,26/06/2018,27/07/2016,745,?,102,3,1,1,?,1940,Corrugated Galvanised Iron,Weatherboard and Vinyl Clad,Timber,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,20,?,Jamieson,Street,?,Gateshead,2290,NSW,745
2380676,19/11/2830,12/06/2019,12/06/2019,702,?,91,2,1,1,1,1975,Concrete Tile ,Brick Veneer ,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,Unit,1,?,26,?,Moate,Street,?,Georgetown,2298,NSW,702
2420979,23/08/2488,9/09/2013,10/04/2013,550,?,?,4,1,2,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,1,?,House,?,?,28,?,Edward,Street,?,Glen Innes,2370,NSW,550
2433130,2/04/3370,7/12/2010,7/12/2010,1296,?,?,4,1,4,?,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,12,?,York,Street,?,Glenbrook,2773,NSW,1296
2442567,2/01/3002,24/09/2013,5/09/2013,400,?,86,3,1,1,1,1985,Concrete Tile,Brick Veneer,?,?,?,Y,?,?,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,3,?,Bosavi,Street,?,Glenfield,2167,NSW,400
2499502,5/09/5282,11/08/2014,11/08/2014,807,?,?,11,6,6,?,?,?,?,?,720,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,15,?,Frederick,Street,?,Alderley,4051,QLD,807
2511538,30/09/2748,10/03/2014,29/02/2012,2995,?,87,2,1,1,1,1969,?,?,?,1120,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,Unit,14,?,13,?,Juan,Street,?,Alexandra Headland,4572,QLD,?
